TF TG
968 Bhlhe40 Pttg1ip
969 Bhlhe40 Rab10
970 Bhlhe40 Rab6a
971 Bhlhe40 Rab7
972 Bhlhe40 Rac1
973 Bhlhe40 Rala
974 Bhlhe40 Ran
975 Bhlhe40 Ranbp1
976 Bhlhe40 Rangap1
977 Bhlhe40 Rap1b
978 Bhlhe40 Rbm8a
979 Bhlhe40 Rbms1
980 Bhlhe40 Rbx1
981 Bhlhe40 Rin2
982 Bhlhe40 Rnf11
983 Bhlhe40 Rnh1
984 Bhlhe40 Rpl12
985 Bhlhe40 Rpl13a
986 Bhlhe40 Rpl15
987 Bhlhe40 Rpl17
988 Bhlhe40 Rpl19
989 Bhlhe40 Rpl23
990 Bhlhe40 Rpl27a
991 Bhlhe40 Rpl28
992 Bhlhe40 Rpl32
993 Bhlhe40 Rpl35
994 Bhlhe40 Rpl38
995 Bhlhe40 Rpl6
996 Bhlhe40 Rpl7
997 Bhlhe40 Rplp0
998 Bhlhe40 Rplp2
999 Bhlhe40 Rps11
1000 Bhlhe40 Rps16
1001 Bhlhe40 Rps19
1002 Bhlhe40 Rps19bp1
1003 Bhlhe40 Rps23
1004 Bhlhe40 Rps27l
1005 Bhlhe40 Rps5
1006 Bhlhe40 Rps6
1007 Bhlhe40 Rps8
1008 Bhlhe40 Rtn4
1009 Bhlhe40 S100a10
1010 Bhlhe40 S100a11
1011 Bhlhe40 S100a14
1012 Bhlhe40 S100a6
1013 Bhlhe40 Sat1
1014 Bhlhe40 Sbds
1015 Bhlhe40 Sdc4
1016 Bhlhe40 Sdcbp
1017 Bhlhe40 Sdf4
1018 Bhlhe40 Sec62
1019 Bhlhe40 Serbp1
1020 Bhlhe40 Serinc1
1021 Bhlhe40 Serpinb6a
1022 Bhlhe40 Serpinb9
1023 Bhlhe40 Set
1024 Bhlhe40 Sf3b1
1025 Bhlhe40 Sfn
1026 Bhlhe40 Sfr1
1027 Bhlhe40 Sh3glb1
1028 Bhlhe40 Slc25a3
1029 Bhlhe40 Slirp
1030 Bhlhe40 Slk
1031 Bhlhe40 Slu7
1032 Bhlhe40 Snrnp70
1033 Bhlhe40 Snrpb
1034 Bhlhe40 Snx3
1035 Bhlhe40 Snx6
1036 Bhlhe40 Sox4
1037 Bhlhe40 Spcs1
1038 Bhlhe40 Sqstm1
1039 Bhlhe40 Srp14
1040 Bhlhe40 Srsf2
1041 Bhlhe40 Srsf5
1042 Bhlhe40 Ssb
1043 Bhlhe40 St13
1044 Bhlhe40 Stub1
1045 Bhlhe40 Supt5
1046 Bhlhe40 Syap1
1047 Bhlhe40 Syf2
1048 Bhlhe40 Taldo1
1049 Bhlhe40 Taok1
1050 Bhlhe40 Tax1bp1
1051 Bhlhe40 Tbrg1
1052 Bhlhe40 Tcf25
1053 Bhlhe40 Tcp1
1054 Bhlhe40 Tes
1055 Bhlhe40 Tjp2
1056 Bhlhe40 Tm9sf3
1057 Bhlhe40 Tmem234
1058 Bhlhe40 Tmem50a
1059 Bhlhe40 Tmem59
1060 Bhlhe40 Tmod3
1061 Bhlhe40 Tnfrsf12a
1062 Bhlhe40 Tnip3
1063 Bhlhe40 Trp53
1064 Bhlhe40 Tpd52
1065 Bhlhe40 Tpd52l2
1066 Bhlhe40 Tpm4
1067 Bhlhe40 Tra2b
1068 Bhlhe40 Trappc1
1069 Bhlhe40 Trappc4
1070 Bhlhe40 Tsg101
1071 Bhlhe40 Tspo
1072 Bhlhe40 Ttc1
1073 Bhlhe40 Tuba1c
1074 Bhlhe40 Txn1
1075 Bhlhe40 Txndc17
1076 Bhlhe40 Txndc9
1077 Bhlhe40 Txnl1
1078 Bhlhe40 Txnrd1
1079 Bhlhe40 Ubb
1080 Bhlhe40 Ubc
1081 Bhlhe40 Ube2b
1082 Bhlhe40 Ube2d3
1083 Bhlhe40 Ube2k
1084 Bhlhe40 Ube2r2
1085 Bhlhe40 Ubxn1
1086 Bhlhe40 Ubxn2a
1087 Bhlhe40 Ubxn4
1088 Bhlhe40 Uqcrb
1089 Bhlhe40 Usp16
1090 Bhlhe40 Utp3
1091 Bhlhe40 Vdac2
1092 Bhlhe40 Vmp1
1093 Bhlhe40 Vps36
1094 Bhlhe40 Vti1b
1095 Bhlhe40 Wbp4
1096 Bhlhe40 Xrn2
1097 Bhlhe40 Ywhab
1098 Bhlhe40 Ywhah
1099 Bhlhe40 Ywhaz
1100 Bhlhe40 Zc3h15
1101 Bhlhe40 Zcrb1
1102 Bhlhe40 Zfand5
1103 Bhlhe40 Zfp36l1
1104 Bhlhe40 Tpm1
1105 Ccnd1 Acbd5
1106 Ccnd1 Actb
1107 Ccnd1 Actg1
1108 Ccnd1 Aldoa
1109 Ccnd1 Ano6
1110 Ccnd1 App
1111 Ccnd1 Atp6v1d
1112 Ccnd1 Atp6v1e1
1113 Ccnd1 Bnip3l
1114 Ccnd1 Cacybp
1115 Ccnd1 Capns1
1116 Ccnd1 Ccnd2
1117 Ccnd1 Cct2
1118 Ccnd1 Cct3
1119 Ccnd1 Cdc123
1120 Ccnd1 Chmp2a
1121 Ccnd1 Clic1
1122 Ccnd1 Cnn2
1123 Ccnd1 Cwc15
1124 Ccnd1 Ddx3x
1125 Ccnd1 Dync1i2
1126 Ccnd1 Eif5
1127 Ccnd1 Eif5a
1128 Ccnd1 Eif5b
1129 Ccnd1 Eif6
1130 Ccnd1 Fermt2
1131 Ccnd1 Ftl1
1132 Ccnd1 Fus
1133 Ccnd1 Gabarap
1134 Ccnd1 Gspt1
1135 Ccnd1 Gtf2f1
1136 Ccnd1 H3f3b
1137 Ccnd1 Hnrnpa2b1
1138 Ccnd1 Hnrnpc
1139 Ccnd1 Hsp90ab1
1140 Ccnd1 Hspa5
1141 Ccnd1 Hspa8
1142 Ccnd1 Hspa9
1143 Ccnd1 Iws1
1144 Ccnd1 Jun
1145 Ccnd1 Klf6
1146 Ccnd1 Laptm4a
1147 Ccnd1 Las1l
1148 Ccnd1 M6pr
1149 Ccnd1 Morf4l1
1150 Ccnd1 Myl12a
1151 Ccnd1 Ncl
1152 Ccnd1 Ndufb6
1153 Ccnd1 Pdcd10
1154 Ccnd1 Pfn1
1155 Ccnd1 Pls3
1156 Ccnd1 Prpf40a
1157 Ccnd1 Psma5
1158 Ccnd1 Psmb3
1159 Ccnd1 Psmb6
1160 Ccnd1 Psmc5
1161 Ccnd1 Psmd12
1162 Ccnd1 Psme2
1163 Ccnd1 Ranbp1
1164 Ccnd1 Rpl19
1165 Ccnd1 Rplp2
1166 Ccnd1 Rps16
1167 Ccnd1 Rps19
1168 Ccnd1 Rps5
1169 Ccnd1 Rtn4
1170 Ccnd1 Serinc1
1171 Ccnd1 Set
1172 Ccnd1 Snrnp70
1173 Ccnd1 Sox4
1174 Ccnd1 Srsf2
1175 Ccnd1 Srsf5
1176 Ccnd1 St13
1177 Ccnd1 Stub1
1178 Ccnd1 Taldo1
1179 Ccnd1 Tcf25
1180 Ccnd1 Tcp1
1181 Ccnd1 Tmem59
1182 Ccnd1 Tnfrsf12a
1183 Ccnd1 Trp53
1184 Ccnd1 Tpm4
1185 Ccnd1 Trappc4
1186 Ccnd1 Tuba1c
1187 Ccnd1 Txndc17
1188 Ccnd1 Txndc9
1189 Ccnd1 Ubb
1190 Ccnd1 Ubc
1191 Ccnd1 Ube2b
1192 Ccnd1 Ube2d3
1193 Ccnd1 Ube2k
1194 Ccnd1 Utp3
1195 Ccnd1 Wls
1196 Ccnd1 Xrn2
1197 Ccnd1 Ywhaz
1198 Ccnd1 Zfp36l1
1199 Ccnd1 Actn1
1200 Ccnd1 Arpc2
1201 Ccnd1 Calm2
1202 Ccnd1 Ccng1
1203 Ccnd1 Cd47
1204 Ccnd1 Chmp3
1205 Ccnd1 Clip1
1206 Ccnd1 Clu
1207 Ccnd1 Dnajc5
1208 Ccnd1 Eif1
1209 Ccnd1 Emc4
1210 Ccnd1 Emc7
1211 Ccnd1 Fkbp1a
1212 Ccnd1 G3bp2
1213 Ccnd1 Gnas
1214 Ccnd1 Grb2
1215 Ccnd1 Hmgn1
1216 Ccnd1 Hnrnpab
1217 Ccnd1 Hnrnpu
1218 Ccnd1 Map1lc3b
1219 Ccnd1 Naa15
1220 Ccnd1 Phlda1
1221 Ccnd1 Pkm
1222 Ccnd1 Pmepa1
1223 Ccnd1 Pomp
1224 Ccnd1 Ppp2r2a
1225 Ccnd1 Psmc3
1226 Ccnd1 Psmd11
1227 Ccnd1 Psmd4
1228 Ccnd1 Psmd7
1229 Ccnd1 Rab6a
1230 Ccnd1 Rala
1231 Ccnd1 Rbm8a
1232 Ccnd1 Rbms1
1233 Ccnd1 Rpl15
1234 Ccnd1 Rpl27a
1235 Ccnd1 Sat1
1236 Ccnd1 Sec62
1237 Ccnd1 Sfr1
1238 Ccnd1 Slu7
1239 Ccnd1 Sparc
1240 Ccnd1 Tax1bp1
1241 Ccnd1 Tm9sf3
1242 Ccnd1 Tpd52
1243 Ccnd1 Tra2b
1244 Ccnd1 Tspan8
1245 Ccnd1 Zfand5
1246 Ccnd1 Krt18
1247 Chd1 Acbd3
1248 Chd1 Acbd5
1249 Chd1 Actb
1250 Chd1 Actg1
1251 Chd1 Actn1
1252 Chd1 Actn4
1253 Chd1 Ahnak
1254 Chd1 Akr1b8
1255 Chd1 Aldoa
1256 Chd1 Ano6
1257 Chd1 Anxa1
1258 Chd1 Anxa2
1259 Chd1 Anxa3
1260 Chd1 Anxa5
1261 Chd1 Anxa7
1262 Chd1 App
1263 Chd1 Arf1
1264 Chd1 Arl1
1265 Chd1 Arl4c
1266 Chd1 Arpc2
1267 Chd1 Arpc5
1268 Chd1 Arpp19
1269 Chd1 Atf4
1270 Chd1 Atp6ap1
1271 Chd1 Atp6v0b
1272 Chd1 Atp6v0e
1273 Chd1 Atp6v1d
1274 Chd1 Atp6v1e1
1275 Chd1 Atxn10
1276 Chd1 B2m
1277 Chd1 Bcap31
1278 Chd1 Bnip2
1279 Chd1 Bnip3l
1280 Chd1 Brd4
1281 Chd1 Bzw1
1282 Chd1 1110004F10Rik
1283 Chd1 BC005537
1284 Chd1 Cacybp
1285 Chd1 Cald1
1286 Chd1 Calm1
1287 Chd1 Calm2
1288 Chd1 Calr
1289 Chd1 Canx
1290 Chd1 Capns1
1291 Chd1 Capzb
1292 Chd1 Cast
1293 Chd1 Ccdc25
1294 Chd1 Ccnd1
1295 Chd1 Ccnd2
1296 Chd1 Ccng1
1297 Chd1 Ccnl1
1298 Chd1 Cct2
1299 Chd1 Cct3
1300 Chd1 Cct4
1301 Chd1 Cd151
1302 Chd1 Cd2ap
1303 Chd1 Cd44
1304 Chd1 Cd47
1305 Chd1 Cd63
1306 Chd1 Cd81
1307 Chd1 Cd9
1308 Chd1 Cdc123
1309 Chd1 Cdc42
1310 Chd1 Cdcp1
1311 Chd1 Cdkn1a
1312 Chd1 Ceacam1
1313 Chd1 Cgn
1314 Chd1 Chchd1
1315 Chd1 Chmp2a
1316 Chd1 Chmp3
1317 Chd1 Chmp4b
1318 Chd1 Cldn4
1319 Chd1 Clic1
1320 Chd1 Clic4
1321 Chd1 Clic5
1322 Chd1 Clip1
1323 Chd1 Clta
1324 Chd1 Cltb
1325 Chd1 Clu
1326 Chd1 Cnbp
1327 Chd1 Cnn2
1328 Chd1 Commd3
1329 Chd1 Comt
1330 Chd1 Copb1
1331 Chd1 Cox5a
1332 Chd1 Cox5b
1333 Chd1 Cox6a1
1334 Chd1 Cox7c
1335 Chd1 Crip2
1336 Chd1 Cryab
1337 Chd1 Csnk1a1
1338 Chd1 Cstb
1339 Chd1 Ctnna1
1340 Chd1 Ctsl
1341 Chd1 Cul1
1342 Chd1 Cwc15
1343 Chd1 Cxcl16
1344 Chd1 Cyc1
1345 Chd1 Cycs
1346 Chd1 Cystm1
1347 Chd1 Ddx21
1348 Chd1 Ddx24
1349 Chd1 Ddx3x
1350 Chd1 Denr
1351 Chd1 Dnaja1
1352 Chd1 Dnaja2
1353 Chd1 Dnajc2
1354 Chd1 Dnajc5
1355 Chd1 Dnajc8
1356 Chd1 Dnase2a
1357 Chd1 Dnm1l
1358 Chd1 Drap1
1359 Chd1 Dstn
1360 Chd1 Dync1i2
1361 Chd1 Edf1
1362 Chd1 Eef1a1
1363 Chd1 Ehd4
1364 Chd1 Eif1
1365 Chd1 Eif1a
1366 Chd1 Eif2ak2
1367 Chd1 Eif2s2
1368 Chd1 Eif3a
1369 Chd1 Eif3g
1370 Chd1 Eif4g2
1371 Chd1 Eif5
1372 Chd1 Eif5a
1373 Chd1 Eif5b
1374 Chd1 Eif6
1375 Chd1 Emc4
1376 Chd1 Emc7
1377 Chd1 Emp2
1378 Chd1 Epcam
1379 Chd1 Esd
1380 Chd1 Etf1
1381 Chd1 Ezr
1382 Chd1 F11r
1383 Chd1 F3
1384 Chd1 Fam104a
1385 Chd1 Fam50a
1386 Chd1 Fermt2
1387 Chd1 Fkbp1a
1388 Chd1 Fkbp3
1389 Chd1 Flna
1390 Chd1 Fnbp1l
1391 Chd1 Ftl1
1392 Chd1 Fubp1
1393 Chd1 Fus
1394 Chd1 Fxr1
1395 Chd1 G3bp2
1396 Chd1 Gabarap
1397 Chd1 Gadd45b
1398 Chd1 Gapdh
1399 Chd1 Ghitm
1400 Chd1 Glrx3
1401 Chd1 Gnas
1402 Chd1 Gng5
1403 Chd1 Golga4
1404 Chd1 Gpx1
1405 Chd1 Grb2
1406 Chd1 Gspt1
1407 Chd1 Gtf2f1
1408 Chd1 Gtpbp4
1409 Chd1 H1f0
1410 Chd1 H3f3b
1411 Chd1 Hbegf
1412 Chd1 H2-D1
1413 Chd1 H2-K1
1414 Chd1 Hmgn1
1415 Chd1 Hnrnpa2b1
1416 Chd1 Hnrnpab
1417 Chd1 Hnrnpc
1418 Chd1 Hnrnpu
1419 Chd1 Hsp90aa1
1420 Chd1 Hsp90ab1
1421 Chd1 Hspa5
1422 Chd1 Hspa8
1423 Chd1 Hspa9
1424 Chd1 Hspb1
1425 Chd1 Hspd1
1426 Chd1 Icam1
1427 Chd1 Ier3
1428 Chd1 Igfbp7
1429 Chd1 Ik
1430 Chd1 Itgb1
1431 Chd1 Itgb6
1432 Chd1 Iws1
1433 Chd1 Jun
1434 Chd1 Jund
1435 Chd1 Kif5b
1436 Chd1 Klf6
1437 Chd1 Kras
1438 Chd1 Krt18
1439 Chd1 Krt19
1440 Chd1 Krt7
1441 Chd1 Krt8
1442 Chd1 Lamb3
1443 Chd1 Lamc2
1444 Chd1 Lamp1
1445 Chd1 Laptm4a
1446 Chd1 Las1l
1447 Chd1 Leo1
1448 Chd1 Lgals3
1449 Chd1 Lmna
1450 Chd1 Lpp
1451 Chd1 Lrrc58
1452 Chd1 Lrrfip1
1453 Chd1 Lrrfip2
1454 Chd1 Lsr
1455 Chd1 M6pr
1456 Chd1 Map1lc3b
1457 Chd1 Mdh2
1458 Chd1 Mdm2
1459 Chd1 Mea1
1460 Chd1 Metap2
1461 Chd1 Mfge8
1462 Chd1 Mif
1463 Chd1 Morf4l1
1464 Chd1 Mrps21
1465 Chd1 Msn
1466 Chd1 Mtdh
1467 Chd1 Myl12b
1468 Chd1 Myl12a
1469 Chd1 Myl6
1470 Chd1 Myof
1471 Chd1 Naa15
1472 Chd1 Nars
1473 Chd1 Ncl
1474 Chd1 Ndnf
1475 Chd1 Ndufa4
1476 Chd1 Ndufa5
1477 Chd1 Ndufb6
1478 Chd1 Nfkbia
1479 Chd1 Nme1
1480 Chd1 Nop56
1481 Chd1 Nop58
1482 Chd1 Npm1
1483 Chd1 Nptn
1484 Chd1 Nupr1
1485 Chd1 Ociad1
1486 Chd1 Otud7b
1487 Chd1 Pabpc1
1488 Chd1 Pafah1b1
1489 Chd1 Mpp5
1490 Chd1 Pam
1491 Chd1 Pdap1
1492 Chd1 Pdcd10
1493 Chd1 Pdcd5
1494 Chd1 Pdgfa
1495 Chd1 Pdia3
1496 Chd1 Pdlim1
1497 Chd1 Pfn1
1498 Chd1 Phlda1
1499 Chd1 Picalm
1500 Chd1 Pkm
1501 Chd1 Plin2
1502 Chd1 Pls3
1503 Chd1 Pnn
1504 Chd1 Pnrc1
1505 Chd1 Pomp
1506 Chd1 Ppia
1507 Chd1 Ppp1r15a
1508 Chd1 Ppp2r2a
1509 Chd1 Prdx1
1510 Chd1 Prpf40a
1511 Chd1 Psma2
1512 Chd1 Psma5
1513 Chd1 Psma6
1514 Chd1 Psma7
1515 Chd1 Psmb1
1516 Chd1 Psmb2
1517 Chd1 Psmb3
1518 Chd1 Psmb6
1519 Chd1 Psmc1
1520 Chd1 Psmc3
1521 Chd1 Psmc4
1522 Chd1 Psmc5
1523 Chd1 Psmd11
1524 Chd1 Psmd12
1525 Chd1 Psmd4
1526 Chd1 Psmd7
1527 Chd1 Psmd8
1528 Chd1 Psme2
1529 Chd1 Ptp4a2
1530 Chd1 Ptpn11
1531 Chd1 Pttg1ip
1532 Chd1 Rab10
1533 Chd1 Rab6a
1534 Chd1 Rab7
1535 Chd1 Rac1
1536 Chd1 Rala
1537 Chd1 Ran
1538 Chd1 Ranbp1
1539 Chd1 Rangap1
1540 Chd1 Rap1b
1541 Chd1 Rbm8a
1542 Chd1 Rbms1
1543 Chd1 Rbx1
1544 Chd1 Rnf11
1545 Chd1 Rnh1
1546 Chd1 Rpl12
1547 Chd1 Rpl13a
1548 Chd1 Rpl15
1549 Chd1 Rpl17
1550 Chd1 Rpl19
1551 Chd1 Rpl23
1552 Chd1 Rpl27a
1553 Chd1 Rpl28
1554 Chd1 Rpl32
1555 Chd1 Rpl35
1556 Chd1 Rpl38
1557 Chd1 Rpl6
1558 Chd1 Rpl7
1559 Chd1 Rplp0
1560 Chd1 Rplp2
1561 Chd1 Rps11
1562 Chd1 Rps16
1563 Chd1 Rps18
1564 Chd1 Rps19
1565 Chd1 Rps19bp1
1566 Chd1 Rps23
1567 Chd1 Rps27l
1568 Chd1 Rps5
1569 Chd1 Rps6
1570 Chd1 Rps8
1571 Chd1 Rtn4
1572 Chd1 S100a10
1573 Chd1 S100a11
1574 Chd1 S100a14
1575 Chd1 S100a6
1576 Chd1 Sat1
1577 Chd1 Sbds
1578 Chd1 Sdc4
1579 Chd1 Sdcbp
1580 Chd1 Sdf4
1581 Chd1 Sec62
1582 Chd1 Serbp1
1583 Chd1 Serinc1
1584 Chd1 Serpinb6a
1585 Chd1 Serpinb9
1586 Chd1 Set
1587 Chd1 Sf3b1
1588 Chd1 Sfn
1589 Chd1 Sfr1
1590 Chd1 Sh3glb1
1591 Chd1 Shroom3
1592 Chd1 Slc25a3
1593 Chd1 Slirp
1594 Chd1 Slk
1595 Chd1 Slu7
1596 Chd1 Snrnp70
1597 Chd1 Snrpb
1598 Chd1 Snx3
1599 Chd1 Snx6
1600 Chd1 Sox4
1601 Chd1 Sparc
1602 Chd1 Spcs1
1603 Chd1 Sqstm1
1604 Chd1 Srp14
1605 Chd1 Srsf2
1606 Chd1 Srsf5
1607 Chd1 Ssb
1608 Chd1 St13
1609 Chd1 Stub1
1610 Chd1 Supt5
1611 Chd1 Syap1
1612 Chd1 Syf2
1613 Chd1 Taldo1
1614 Chd1 Taok1
1615 Chd1 Tax1bp1
1616 Chd1 Tbrg1
1617 Chd1 Tcf25
1618 Chd1 Tcp1
1619 Chd1 Tes
1620 Chd1 Timp2
1621 Chd1 Tjp2
1622 Chd1 Tm9sf3
1623 Chd1 Tmem234
1624 Chd1 Tmem50a
1625 Chd1 Tmem59
1626 Chd1 Tmod3
1627 Chd1 Tnfrsf12a
1628 Chd1 Trp53
1629 Chd1 Tpd52
1630 Chd1 Tpd52l2
1631 Chd1 Tpm1
1632 Chd1 Tpm4
1633 Chd1 Tra2b
1634 Chd1 Trappc1
1635 Chd1 Trappc4
1636 Chd1 Tsg101
1637 Chd1 Tspo
1638 Chd1 Ttc1
1639 Chd1 Tuba1c
1640 Chd1 Txn1
1641 Chd1 Txndc17
1642 Chd1 Txndc9
1643 Chd1 Txnl1
1644 Chd1 Txnrd1
1645 Chd1 Ubb
1646 Chd1 Ubc
1647 Chd1 Ube2b
1648 Chd1 Ube2d3
1649 Chd1 Ube2k
1650 Chd1 Ube2r2
1651 Chd1 Ubxn1
1652 Chd1 Ubxn2a
1653 Chd1 Ubxn4
1654 Chd1 Uqcrb
1655 Chd1 Usp16
1656 Chd1 Utp3
1657 Chd1 Vdac2
1658 Chd1 Vmp1
1659 Chd1 Vps36
1660 Chd1 Vti1b
1661 Chd1 Wbp4
1662 Chd1 Wls
1663 Chd1 Xrn2
1664 Chd1 Ywhab
1665 Chd1 Ywhah
1666 Chd1 Ywhaz
1667 Chd1 Zc3h15
1668 Chd1 Zcrb1
1669 Chd1 Zfand5
1670 Chd1 Zfp36l1
1671 Chd2 Acbd3
1672 Chd2 Acbd5
1673 Chd2 Actb
1674 Chd2 Actg1
1675 Chd2 Actn1
1676 Chd2 Actn4
1677 Chd2 Ahnak
1678 Chd2 Akr1b8
1679 Chd2 Aldoa
1680 Chd2 Ano6
1681 Chd2 Anxa2
1682 Chd2 Anxa3
1683 Chd2 Anxa5
1684 Chd2 Anxa7
1685 Chd2 App
1686 Chd2 Areg
1687 Chd2 Arf1
1688 Chd2 Arl1
1689 Chd2 Arl4c
1690 Chd2 Arpc2
1691 Chd2 Arpc5
1692 Chd2 Arpp19
1693 Chd2 Atf4
1694 Chd2 Atp6ap1
1695 Chd2 Atp6v0b
1696 Chd2 Atp6v0e
1697 Chd2 Atp6v1d
1698 Chd2 Atp6v1e1
1699 Chd2 Atxn10
1700 Chd2 B2m
1701 Chd2 Bcap31
1702 Chd2 Bnip2
1703 Chd2 Bnip3l
1704 Chd2 Brd4
1705 Chd2 Bzw1
1706 Chd2 1110004F10Rik
1707 Chd2 BC005537
1708 Chd2 Cacybp
1709 Chd2 Cald1
1710 Chd2 Calm1
1711 Chd2 Calm2
1712 Chd2 Calr
1713 Chd2 Canx
1714 Chd2 Capns1
1715 Chd2 Capzb
1716 Chd2 Cast
1717 Chd2 Ccdc25
1718 Chd2 Ccnd1
1719 Chd2 Ccnd2
1720 Chd2 Ccng1
1721 Chd2 Ccnl1
1722 Chd2 Cct2
1723 Chd2 Cct3
1724 Chd2 Cct4
1725 Chd2 Cd151
1726 Chd2 Cd2ap
1727 Chd2 Cd44
1728 Chd2 Cd47
1729 Chd2 Cd63
1730 Chd2 Cd81
1731 Chd2 Cd9
1732 Chd2 Cdc123
1733 Chd2 Cdc42
1734 Chd2 Cdcp1
1735 Chd2 Cdkn1a
1736 Chd2 Ceacam1
1737 Chd2 Cgn
1738 Chd2 Chchd1
1739 Chd2 Chd1
1740 Chd2 Chmp2a
1741 Chd2 Chmp3
1742 Chd2 Chmp4b
1743 Chd2 Cldn4
1744 Chd2 Clic1
1745 Chd2 Clic4
1746 Chd2 Clic5
1747 Chd2 Clip1
1748 Chd2 Clta
1749 Chd2 Cltb
1750 Chd2 Clu
1751 Chd2 Cnbp
1752 Chd2 Cnn2
1753 Chd2 Commd3
1754 Chd2 Comt
1755 Chd2 Copb1
1756 Chd2 Cox5a
1757 Chd2 Cox5b
1758 Chd2 Cox6a1
1759 Chd2 Cox7c
1760 Chd2 Crip2
1761 Chd2 Cryab
1762 Chd2 Csnk1a1
1763 Chd2 Cstb
1764 Chd2 Ctnna1
1765 Chd2 Ctsl
1766 Chd2 Cul1
1767 Chd2 Cwc15
1768 Chd2 Cyc1
1769 Chd2 Cycs
1770 Chd2 Cystm1
1771 Chd2 Dctn3
1772 Chd2 Ddx21
1773 Chd2 Ddx24
1774 Chd2 Ddx3x
1775 Chd2 Denr
1776 Chd2 Dnaja1
1777 Chd2 Dnaja2
1778 Chd2 Dnajc2
1779 Chd2 Dnajc5
1780 Chd2 Dnajc8
1781 Chd2 Dnase2a
1782 Chd2 Dnm1l
1783 Chd2 Drap1
1784 Chd2 Dstn
1785 Chd2 Dync1i2
1786 Chd2 Edf1
1787 Chd2 Eef1a1
1788 Chd2 Ehd4
1789 Chd2 Eif1
1790 Chd2 Eif1a
1791 Chd2 Eif2ak2
1792 Chd2 Eif2s2
1793 Chd2 Eif3a
1794 Chd2 Eif3g
1795 Chd2 Eif4g2
1796 Chd2 Eif5
1797 Chd2 Eif5a
1798 Chd2 Eif5b
1799 Chd2 Eif6
1800 Chd2 Emc4
1801 Chd2 Emc7
1802 Chd2 Emp2
1803 Chd2 Epcam
1804 Chd2 Esd
1805 Chd2 Etf1
1806 Chd2 Ezr
1807 Chd2 F11r
1808 Chd2 F3
1809 Chd2 Fam104a
1810 Chd2 Fam50a
1811 Chd2 Fermt2
1812 Chd2 Fkbp1a
1813 Chd2 Fkbp3
1814 Chd2 Flna
1815 Chd2 Fnbp1l
1816 Chd2 Ftl1
1817 Chd2 Fubp1
1818 Chd2 Fus
1819 Chd2 Fxr1
1820 Chd2 G3bp2
1821 Chd2 Gabarap
1822 Chd2 Gadd45b
1823 Chd2 Gapdh
1824 Chd2 Ghitm
1825 Chd2 Glrx3
1826 Chd2 Gng5
1827 Chd2 Golga4
1828 Chd2 Gpx1
1829 Chd2 Grb2
1830 Chd2 Gspt1
1831 Chd2 Gtf2f1
1832 Chd2 Gtpbp4
1833 Chd2 H1f0
1834 Chd2 H3f3b
1835 Chd2 Hbegf
1836 Chd2 H2-D1
1837 Chd2 H2-K1
1838 Chd2 Hmgn1
1839 Chd2 Hnrnpa2b1
1840 Chd2 Hnrnpab
1841 Chd2 Hnrnpc
1842 Chd2 Hnrnpu
1843 Chd2 Hsp90aa1
1844 Chd2 Hsp90ab1
1845 Chd2 Hspa5
1846 Chd2 Hspa8
1847 Chd2 Hspa9
1848 Chd2 Hspb1
1849 Chd2 Hspd1
1850 Chd2 Icam1
1851 Chd2 Ier3
1852 Chd2 Igfbp7
1853 Chd2 Ik
1854 Chd2 Itgb1
1855 Chd2 Iws1
1856 Chd2 Jun
1857 Chd2 Jund
1858 Chd2 Kif5b
1859 Chd2 Klf6
1860 Chd2 Kras
1861 Chd2 Krt18
1862 Chd2 Krt19
1863 Chd2 Krt7
1864 Chd2 Krt8
1865 Chd2 Lamb3
1866 Chd2 Lamc2
1867 Chd2 Lamp1
1868 Chd2 Laptm4a
1869 Chd2 Las1l
1870 Chd2 Leo1
1871 Chd2 Lgals3
1872 Chd2 Lmna
1873 Chd2 Lpp
1874 Chd2 Lrrc58
1875 Chd2 Lrrfip1
1876 Chd2 Lrrfip2
1877 Chd2 Lsr
1878 Chd2 M6pr
1879 Chd2 Mal
1880 Chd2 Map1lc3b
1881 Chd2 Mdh2
1882 Chd2 Mdm2
1883 Chd2 Mea1
1884 Chd2 Metap2
1885 Chd2 Mfge8
1886 Chd2 Mif
1887 Chd2 Morf4l1
1888 Chd2 Mrps21
1889 Chd2 Msn
1890 Chd2 Mtdh
1891 Chd2 Myl12b
1892 Chd2 Myl12a
1893 Chd2 Myl6
1894 Chd2 Myof
1895 Chd2 Naa15
1896 Chd2 Nars
1897 Chd2 Ncl
1898 Chd2 Ndnf
1899 Chd2 Ndufa4
1900 Chd2 Ndufa5
1901 Chd2 Ndufb6
1902 Chd2 Nfkbia
1903 Chd2 Nme1
1904 Chd2 Nop56
1905 Chd2 Nop58
1906 Chd2 Npm1
1907 Chd2 Nptn
1908 Chd2 Nupr1
1909 Chd2 Ociad1
1910 Chd2 Otud7b
1911 Chd2 Pabpc1
1912 Chd2 Pafah1b1
1913 Chd2 Mpp5
1914 Chd2 Pam
1915 Chd2 Pdap1
1916 Chd2 Pdcd10
1917 Chd2 Pdcd5
1918 Chd2 Pdgfa
1919 Chd2 Pdia3
1920 Chd2 Pdlim1
1921 Chd2 Pfn1
1922 Chd2 Phlda1
1923 Chd2 Picalm
1924 Chd2 Pkm
1925 Chd2 Plin2
1926 Chd2 Pls3
