Receptor TF PPR
133 Cd44 Mbd1 0.000779835491110091
3054 Sdc4 Rfc1 0.000779490348300537
2586 Sdc1 Cops5 0.00077853251492263
2117 F11r Fmr1 0.000777532812102082
138 Cd44 Hexim1 0.000775101916440488
1109 Ceacam1 Mapk1 0.00077493507485552
1231 Ceacam1 Pcbp2 0.000774756106435145
2207 F11r Pcbp2 0.000774722810727592
1881 Cldn3 Cyld 0.000774373363297048
2013 F11r Chd4 0.000773749078148217
780 Cdh1 Srsf7 0.000770956678863422
2101 F11r Srsf3 0.000770530619337119
941 Cdh1 Ldha 0.000770055463017112
207 Cd44 Btf3 0.000769157643140805
1331 Ceacam1 Ubr5 0.000768271632724806
354 Cd44 Lmna 0.000765976637430762
2098 F11r Cops5 0.000765466416788019
2577 Sdc1 Hexim1 0.000765066126402968
808 Cdh1 Smc4 0.000764891986407187
2940 Sdc4 Ezh2 0.000764228242866293
147 Cd44 Cops5 0.00076410535444019
154 Cd44 Srsf6 0.000761538497453763
482 Cd44 Larp1 0.000761515202800386
694 Cdh1 Btf3 0.000760897772546964
387 Cd44 Nt5e 0.000760709585258507
1296 Ceacam1 Smc4 0.000760333770417685
1784 Cldn3 Smc4 0.000759896081688501
2434 F11r Larp1 0.000759723068595281
1670 Cldn3 Btf3 0.000759407099283738
365 Cd44 Epcam 0.000759311091421563
2856 Sdc1 Cyld 0.000758912010240501
1598 Cldn3 Mapk3 0.000757895581606234
1477 Cldn3 Ezh2 0.000757148832501034
1329 Ceacam1 Lmna 0.000756461394378556
641 Cdh1 Srsf6 0.000753060988608907
501 Cdh1 Ezh2 0.000750854117043774
1617 Cldn3 Srsf6 0.000750776005818035
1591 Cldn3 Rfc1 0.00075072220178529
2079 F11r Rfc1 0.000750426486934363
437 Cd44 Hnrnpu 0.000750376380680141
135 Cd44 Mapk3 0.000750207876750253
1103 Ceacam1 Rfc1 0.00074985406492394
427 Cd44 Cdkn2b 0.000748359332080987
2244 F11r Srsf7 0.000746205524234999
2166 F11r Cnbp 0.000744671296474316
2793 Sdc1 Lmna 0.000742191814904105
1458 Ceacam1 Larp1 0.000740702718920298
2272 F11r Smc4 0.000740025811480567
3369 Sdc4 Eprs 0.000739454981881802
1182 Ceacam1 Btf3 0.000737283413767167
1946 Cldn3 Larp1 0.000732544080284626
1427 Ceacam1 Sod1 0.00072926284979666
534 Cdh1 Smarcb1 0.000728932057825324
920 Cdh1 Sfn 0.000728890491939295
1929 Cldn3 Gpx4 0.000724777392621331
615 Cdh1 Rfc1 0.000724695947937055
14 Cd44 Ezh2 0.000724493244808441
2743 Sdc1 Srsf4 0.000723757956557771
1115 Ceacam1 Gtf2h1 0.000723302320889219
627 Cdh1 Gtf2h1 0.000720554946821678
3133 Sdc4 Btf3 0.000720453985121536
3066 Sdc4 Gtf2h1 0.000719372683747439
436 Cd44 Prdx6 0.000718410751242697
1702 Cldn3 Pa2g4 0.000717500855900471
2388 F11r Prdx6 0.000717375847093823
2389 F11r Hnrnpu 0.000717001913706159
1876 Cldn3 Hprt 0.000715636466749461
239 Cd44 Pa2g4 0.000714807768954745
2875 Sdc1 Prdx6 0.000713336142942811
2105 F11r Srsf6 0.000711595820134715
2089 F11r Hexim1 0.000710842613261911
1603 Cldn3 Gtf2h1 0.000710054697137847
3026 Sdc4 Pawr 0.000709872272169586
822 Cdh1 Gsk3b 0.000709277532556199
3313 Sdc4 Itgb1 0.000709242785514119
140 Cd44 Gtf2h1 0.000706011929149329
2113 F11r Ybx1 0.000705709695862681
70 Cd44 Hif1a 0.000704647368888714
3099 Sdc4 Pnn 0.000704219725229632
2815 Sdc1 Kras 0.00070222909007628
92 Cd44 Gtf2i 0.000701649835810634
797 Cdh1 Cdk8 0.000700677681852714
2369 F11r Cyld 0.000699950378778341
2186 F11r Rai14 0.000698354422590802
726 Cdh1 Pa2g4 0.000695303335574652
2190 F11r Pa2g4 0.000693951324372352
3366 Sdc4 Hnrnpdl 0.000693117070348034
3363 Sdc4 Prdx6 0.00069115265555345
2851 Sdc1 Hprt 0.000690455875979312
812 Cdh1 Met 0.000688287481561264
1214 Ceacam1 Pa2g4 0.000686800054366059
898 Cdh1 Mapre1 0.000686678835495454
874 Cdh1 Itgb1 0.000686472127906684
2091 F11r Gtf2h1 0.000685671712543634
3388 Sdc4 Gsn 0.000682144209714554
2559 Sdc1 Apc 0.00068164043988609
2904 Sdc1 Gpx4 0.0006796425823463
465 Cd44 Gpx4 0.000679381454737881
3312 Sdc4 Sdc1 0.000679194794696272
3230 Sdc4 Srsf4 0.000678285723931725
2902 Sdc1 H3f3b 0.000678271704794043
3135 Sdc4 Ssb 0.000673467889404142
745 Cdh1 Nolc1 0.000672704679837957
909 Cdh1 P4ha2 0.000668797973897449
1095 Ceacam1 Apc 0.000668202855027049
412 Cd44 Hprt 0.000667660965117487
1110 Ceacam1 Mapk3 0.000667455270618989
3378 Sdc4 Sod1 0.000665639124076361
3184 Sdc4 Nolc1 0.00066527622848889
2638 Sdc1 Csde1 0.000663426882257076
539 Cdh1 Smarca4 0.000663389018084754
3032 Sdc4 Hnrnpab 0.000663234052244089
258 Cd44 Nolc1 0.000662544458020306
1767 Cldn3 Srsf4 0.000662461456799465
304 Cd44 Srsf4 0.000661714931509133
1555 Cldn3 Gtf2i 0.000659527089608408
2459 Sdc1 Jund 0.000659105111362202
2901 Sdc1 H3f3a 0.000658390723691975
2795 Sdc1 Ubr5 0.00065600889137086
939 Cdh1 Sod1 0.000655131238661051
1279 Ceacam1 Srsf4 0.000653780456321455
868 Cdh1 Rtn4 0.000652692324461694
2417 F11r Gpx4 0.000651816480786987
2187 F11r Eno1 0.000650501075594349
1188 Ceacam1 Rnps1 0.000650033907547596
2335 F11r Cd44 0.000649991897362338
74 Cd44 Xrn2 0.000649147498662579
1327 Ceacam1 Tmod3 0.000648657322452541
491 Cdh1 Ccnd1 0.000647178735755847
3392 Sdc4 Gpx4 0.000645414875652144
1965 F11r Ezh2 0.000643986374214414
3339 Sdc4 Hprt 0.000643008849906072
2043 F11r Gtf2i 0.000642853339497263
20 Cd44 Jund 0.000642648430168975
3400 Sdc4 Igbp1 0.000642399291655524
1233 Ceacam1 Nolc1 0.000640715259904279
1583 Cldn3 Apc 0.000640334889088681
3139 Sdc4 Rnps1 0.000639731286679739
2071 F11r Apc 0.000639617112428967
3362 Sdc4 Ctnnd1 0.000639517654458665
1533 Cldn3 Hif1a 0.000639005567388095
1537 Cldn3 Xrn2 0.000638962113208365
2652 Sdc1 Rnps1 0.000637381379181947
2816 Sdc1 Rps14 0.000637003415780219
3302 Sdc4 Kras 0.000636860368091812
579 Cdh1 Gtf2i 0.000636631420768181
791 Cdh1 Srsf4 0.000636383993023639
1412 Ceacam1 Prdx6 0.000636054030114033
1067 Ceacam1 Gtf2i 0.000635089773701242
1867 Cldn3 Actr1a 0.000634761178968175
544 Cdh1 Nfe2l2 0.000633816644297555
1303 Ceacam1 Syncrip 0.000632388726890594
2025 F11r Xrn2 0.000631645831726441
2364 F11r Hprt 0.000630992715242145
2781 Sdc1 Mtdh 0.000630927893573402
561 Cdh1 Xrn2 0.000630633453752338
1441 Ceacam1 Gpx4 0.000630003397573389
451 Cd44 Sod1 0.000630003248741837
516 Cdh1 Smc3 0.000629656909212082
540 Cdh1 Smarcc1 0.000629590728899494
1676 Cldn3 Rnps1 0.000628430755964459
953 Cdh1 Gpx4 0.000627839917760448
3391 Sdc4 Pkm 0.000627141494951297
3162 Sdc4 Eno1 0.000627001272927535
900 Cdh1 Hprt 0.000626980786782039
2255 F11r Srsf4 0.000625930603454735
199 Cd44 Csde1 0.000624854292634745
2440 Sdc1 Atf3 0.000623775555346053
1721 Cldn3 Nolc1 0.000620009132010504
1007 Ceacam1 Suz12 0.000618612018928578
114 Cd44 Rbbp7 0.000618588743574552
560 Cdh1 Smarca2 0.000617687501422202
1004 Ceacam1 Smc3 0.000617597289303412
1475 Cldn3 Ep300 0.000616354108362279
3398 Sdc4 Fbxo6 0.000616289970037476
1492 Cldn3 Smc3 0.00061482990797251
3125 Sdc4 Csde1 0.000614014009385907
1662 Cldn3 Csde1 0.000613820558296205
961 Cdh1 Igbp1 0.000610618042837406
2403 F11r Sod1 0.000609615457251005
356 Cd44 Ubr5 0.000609113187121961
342 Cd44 Mtdh 0.000608429093340928
3377 Sdc4 Prkcd 0.000607789290889504
2401 F11r Snx3 0.000607753130911801
236 Cd44 Eno1 0.000607599092976692
1045 Ceacam1 Hif1a 0.000607539814155422
2946 Sdc4 Jund 0.000604813921814434
2480 Sdc1 Gtf2b 0.000604216337955406
1971 F11r Jund 0.000603569563296516
1963 F11r Ep300 0.000602183334042145
1049 Ceacam1 Xrn2 0.000599324311247778
2423 F11r Fbxo6 0.000598463113114016
1388 Ceacam1 Hprt 0.000598257094616568
1400 Ceacam1 Tjp2 0.000596127049277431
987 Ceacam1 Ep300 0.000595987802946558
2150 F11r Csde1 0.00059577764382301
847 Cdh1 Scyl1 0.000594553281303487
1211 Ceacam1 Eno1 0.0005926708299612
1 Cd44 Atf3 0.000592628951718339
880 Cdh1 Degs1 0.000591740133203568
628 Cdh1 Skil 0.000591326089103514
2996 Sdc4 Hif1a 0.000590800833863159
2307 F11r Ubr5 0.000590416253579668
224 Cd44 Safb2 0.000589857290452618
1483 Cldn3 Jund 0.000589194694809532
2938 Sdc4 Ep300 0.000588397437962383
1819 Cldn3 Ubr5 0.000587712713895539
1980 F11r Smc3 0.000587457466263803
843 Cdh1 Ubr5 0.000586938376536423
882 Cdh1 Pcna 0.00058494890035799
686 Cdh1 Csde1 0.000583840412421932
2675 Sdc1 Eno1 0.000583390100219108
913 Cdh1 Atic 0.000583063705714798
213 Cd44 Rnps1 0.000582532626358687
3293 Sdc4 Hsd17b4 0.000582180356698814
2209 F11r Nolc1 0.000581422195705521
2021 F11r Hif1a 0.000580905278289813
2471 Sdc1 Suz12 0.000580338404467976
1440 Ceacam1 Pkm 0.000579410720994287
1352 Ceacam1 Rps14 0.000578742980373043
3282 Sdc4 Ubr5 0.000575844180363324
2416 F11r Pkm 0.000575126481945738
1935 Cldn3 Fbxo6 0.000574956710900484
2890 Sdc1 Sod1 0.000573921089911999
1623 Cldn3 Hmgb2 0.000573672972286746
1174 Ceacam1 Csde1 0.000573412589553914
2623 Sdc1 Polr2g 0.000573213015801331
959 Cdh1 Fbxo6 0.000573188570728774
3395 Sdc4 Tnrc6a 0.000572033720612506
2469 Sdc1 Sp1 0.000571433845619306
3234 Sdc4 Hnrnph1 0.000571093469307663
3086 Sdc4 Hmgb2 0.000570383152721348
829 Cdh1 Mtdh 0.000570259920466572
3268 Sdc4 Mtdh 0.000570030411350873
1351 Ceacam1 Kras 0.000568786277837953
887 Cdh1 Cdkn1a 0.000568568463271759
1952 F11r Atf3 0.000568240727746022
923 Cdh1 Ctnnd1 0.000566597159941651
864 Cdh1 Rps14 0.000565824573715268
2355 F11r Actr1a 0.00056470417592017
394 Cd44 Pcna 0.000562835676746706
1655 Cldn3 Polr2e 0.000559581543172258
2311 F11r Scyl1 0.000559475579766649
3390 Sdc4 H3f3b 0.000558830639397686
1464 Cldn3 Atf3 0.000558644487955392
464 Cd44 Pkm 0.000558319063256948
1375 Ceacam1 Cdkn1a 0.000558219498188095
1805 Cldn3 Mtdh 0.000557417924649309
2927 Sdc4 Atf3 0.000557352799920699
3396 Sdc4 Tnrc6b 0.000557135455886959
1370 Ceacam1 Pcna 0.000556931024635629
995 Ceacam1 Jund 0.000556296108982495
3303 Sdc4 Rps14 0.000555744007315806
3040 Sdc4 Rbbp7 0.000554707622051349
1927 Cldn3 H3f3b 0.000554686990058057
2164 F11r Rnps1 0.000554217825864322
302 Cd44 Ilk 0.000549473023026384
399 Cd44 Cdkn1a 0.00054843892204717
30 Cd44 Sp1 0.000548424670971332
3325 Sdc4 Tcp1 0.000548346857220286
192 Cd44 Polr2e 0.000547555457631432
832 Cdh1 Irak1 0.00054692031280896
463 Cd44 H3f3b 0.000545334723898747
1317 Ceacam1 Mtdh 0.000545147072203928
32 Cd44 Suz12 0.000545069516944929
1840 Cldn3 Rps14 0.000544641840641648
601 Cdh1 Rbbp7 0.000544334254160616
1945 Cldn3 Prdx4 0.000544261842750482
2474 Sdc1 Ubtf 0.000543947685114389
471 Cd44 Fbxo6 0.000543773040588585
1810 Cldn3 Pin1 0.000543546412634185
2998 Sdc4 Pura 0.000542461103573667
1447 Ceacam1 Fbxo6 0.000542348135099035
3118 Sdc4 Polr2e 0.00054142287844571
2599 Sdc1 Hmgb2 0.000540552063658966
2767 Sdc1 Syncrip 0.00054049050863426
3389 Sdc4 H3f3a 0.000540229302042111
1577 Cldn3 Rbbp7 0.000539834538452207
2509 Sdc1 Hif1a 0.00053918578504938
3276 Sdc4 Cadm1 0.000538790575547673
1697 Cldn3 Tardbp 0.000538778725981468
488 Cdh1 Atf3 0.000538708122653487
2833 Sdc1 Pcna 0.000537280674844637
1926 Cldn3 H3f3a 0.000536784605386375
982 Ceacam1 Creb1 0.00053590610230722
1439 Ceacam1 H3f3b 0.000535438092516802
976 Ceacam1 Atf3 0.000534072446355234
1858 Cldn3 Pcna 0.000533362578104958
519 Cdh1 Suz12 0.000533112443079938
911 Cdh1 Rassf1 0.000532556025414249
2958 Sdc4 Suz12 0.000532386176599022
358 Cd44 Park7 0.0005302862018873
721 Cdh1 Tardbp 0.000530025924886784
1442 Ceacam1 Rad23b 0.000529131116499558
1862 Cldn3 Tcp1 0.000529057410012099
2832 Sdc1 Hras 0.000528958531290261
2259 F11r Hnrnph1 0.000528911236868862
517 Cdh1 Sp1 0.000528534121783987
2713 Sdc1 Smc1a 0.000527910753661764
3033 Sdc4 Pdlim1 0.000526993789744646
2903 Sdc1 Pkm 0.000525739982622853
462 Cd44 H3f3a 0.000525198108843212
1146 Ceacam1 Srrm1 0.000524586175478685
815 Cdh1 Syncrip 0.000524017554024953
752 Cdh1 Arid4b 0.0005235019268999
1456 Ceacam1 Rpl11 0.000523321846214161
518 Cdh1 Stat3 0.000523311084168408
2919 Sdc1 Rpl11 0.000523254493208623
896 Cdh1 Bsg 0.000523209005238308
1006 Ceacam1 Stat3 0.000521428533260842
1277 Ceacam1 Ilk 0.000520770561517206
1135 Ceacam1 Hmgb2 0.000520477948988215
2910 Sdc1 Fbxo6 0.000520337848642286
906 Cdh1 Dst 0.000520306830453362
2631 Sdc1 Polr2e 0.000520259348770463
2111 F11r Hmgb2 0.000518417797112682
3291 Sdc4 Epcam 0.000518133911359638
1283 Ceacam1 Hnrnph1 0.00051676306179697
3097 Sdc4 Srrm1 0.000516748637615448
1438 Ceacam1 H3f3a 0.000516253500061309
2415 F11r H3f3b 0.000516084066329366
2741 Sdc1 Ilk 0.000515818512062293
3393 Sdc4 Rad23b 0.000515757447474055
2610 Sdc1 Srrm1 0.000515717995461822
308 Cd44 Hnrnph1 0.000514499243071286
1089 Ceacam1 Rbbp7 0.000514425452627454
2780 Sdc1 Rif1 0.000513862809727897
2279 F11r Syncrip 0.000513548934153472
3228 Sdc4 Ilk 0.000513490434868544
805 Cdh1 Usp7 0.000513471999577248
129 Cd44 Supt5 0.000513377092971204
2636 Sdc1 Top2b 0.000513114444648169
1944 Cldn3 Rpl11 0.000512922677149681
3150 Sdc4 Safb2 0.000511933238920188
1159 Ceacam1 Polr2g 0.000511855457495285
328 Cd44 Syncrip 0.000510173727422414
1333 Ceacam1 Park7 0.00051017085128667
3110 Sdc4 Polr2g 0.00050979993451402
1168 Ceacam1 Supt16 0.000508428879578505
2594 Sdc1 Snrpb 0.000507445871559768
795 Cdh1 Hnrnph1 0.000507426278089478
1209 Ceacam1 Tardbp 0.000507299245695341
234 Cd44 Tardbp 0.00050546191290076
1791 Cldn3 Syncrip 0.000504671232435615
886 Cdh1 Tcp1 0.000504372268381737
2328 F11r Rps14 0.000503610876547599
1130 Ceacam1 Snrpb 0.000502748413547433
398 Cd44 Tcp1 0.000502045424250571
1930 Cldn3 Rad23b 0.000501906078310472
1982 F11r Stat3 0.000501854060518927
3284 Sdc4 Park7 0.000501479348320419
2747 Sdc1 Hnrnph1 0.000501414619685628
968 Cdh1 Rpl11 0.000501130873491335
3249 Sdc4 Svil 0.000501080512835576
943 Cdh1 Eif2a 0.000500527976307919
2719 Sdc1 Csnk2a1 0.000500132221791258
789 Cdh1 Ilk 0.000498739455720345
2489 Sdc1 Kdm1a 0.00049818295551567
1374 Ceacam1 Tcp1 0.0004969457200499
2414 F11r H3f3a 0.000496043301445837
377 Cd44 Rps14 0.000495977401844049
2842 Sdc1 Actr1a 0.000495792705503904
2673 Sdc1 Tardbp 0.000495455608934277
347 Cd44 Pin1 0.0004951805997073
2433 F11r Prdx4 0.000493830190619328
1167 Ceacam1 Polr2e 0.000493701643151108
566 Cdh1 Tfdp2 0.00049309556792714
1815 Cldn3 Tmod3 0.000493045724689635
1698 Cldn3 Rai14 0.000492938675125374
2540 Sdc1 Polr2j 0.000492933237749446
2838 Sdc1 Cdkn1a 0.000491232413516454
3407 Sdc4 Rpl11 0.000491055179061362
1647 Cldn3 Polr2g 0.000490051301233738
834 Cdh1 Pin1 0.000489036615488064
954 Cdh1 Rad23b 0.000488772873126417
274 Cd44 Smc1a 0.000487754726931305
1514 Cldn3 Nr3c1 0.000487462171285009
1495 Cldn3 Suz12 0.000486518849324864
711 Cdh1 Safb2 0.000486495664858011
671 Cdh1 Polr2g 0.000486236819789706
2298 F11r Pin1 0.000485373139184062
1863 Cldn3 Cdkn1a 0.000482817819485673
528 Cdh1 Gtf2b 0.00048270885338851
1322 Ceacam1 Pin1 0.000481949435068549
3326 Sdc4 Cdkn1a 0.000481699701032872
1494 Cldn3 Stat3 0.000481434992428006
1293 Ceacam1 Usp7 0.000481248056503046
2346 F11r Pcna 0.000481165361138109
2797 Sdc1 Park7 0.000480945716404847
3055 Sdc4 Supt5 0.000480882514521038
1359 Ceacam1 Cd44 0.000480692119201702
2674 Sdc1 Rai14 0.000479706742103227
2309 F11r Park7 0.000478628606233652
1981 F11r Sp1 0.000478169675174291
1592 Cldn3 Supt5 0.00047660328558173
1199 Ceacam1 Safb2 0.000475500718489057
1104 Ceacam1 Supt5 0.000474623394781164
616 Cdh1 Supt5 0.000474518546371627
184 Cd44 Polr2g 0.000474338516281336
1249 Ceacam1 Smc1a 0.000473877203183312
2757 Sdc1 Usp7 0.000473728371741893
3273 Sdc4 Pin1 0.000473699427619811
942 Cdh1 Ezr 0.000473248064844536
2175 F11r Safb2 0.000472572144821607
3323 Sdc4 Prkd3 0.000472351147213889
2632 Sdc1 Supt16 0.000472187145336906
2351 F11r Cdkn1a 0.000471893028692016
1781 Cldn3 Usp7 0.000471547853486593
658 Cdh1 Srrm1 0.000469990724805956
51 Cd44 Nr3c1 0.000469335280620831
481 Cd44 Prdx4 0.000469109070683763
1992 F11r Gtf2b 0.000468183559198466
2292 F11r Rif1 0.000467278001488206
1687 Cldn3 Safb2 0.000466087931922096
736 Cdh1 Trim33 0.000465782688276379
1611 Cldn3 Fubp1 0.000465445914938907
1847 Cldn3 Cd44 0.00046487166474476
171 Cd44 Srrm1 0.00046474983297874
1786 Cldn3 Svil 0.000464069011202371
2642 Sdc1 Mybbp1a 0.000463995077911825
1298 Ceacam1 Svil 0.000463622211903308
3408 Sdc4 Prdx4 0.000463277448651549
761 Cdh1 Smc1a 0.000463052354164739
2825 Sdc1 Itgb1 0.000463051884013288
749 Cdh1 Prmt5 0.00046278560672792
2956 Sdc4 Sp1 0.000462563058628319
2762 Sdc1 Svil 0.000462454756339165
538 Cdh1 Nr3c1 0.000462287481774579
1743 Cldn3 Csnk2a1 0.000461908733308067
2065 F11r Rbbp7 0.000461899161703655
2002 F11r Nr3c1 0.000461567802896338
3320 Sdc4 Hras 0.000460875715453761
1634 Cldn3 Srrm1 0.000460508902631076
944 Cdh1 Eif2s1 0.000460328375151526
2350 F11r Tcp1 0.000459758536949837
1112 Ceacam1 Aff4 0.000459532455396893
2432 F11r Rpl11 0.000459394815188968
480 Cd44 Rpl11 0.000459312629069301
3200 Sdc4 Smc1a 0.000459225751975205
2837 Sdc1 Tcp1 0.000458933601734065
680 Cdh1 Supt16 0.00045882560829955
280 Cd44 Csnk2a1 0.000458788860268143
3027 Sdc4 Polr2j 0.000458674719217843
3081 Sdc4 Snrpb 0.00045852021092488
1467 Cldn3 Ccnd1 0.000458252835083854
2957 Sdc4 Stat3 0.000457783170670262
919 Cdh1 Rb1cc1 0.000456976703968393
2143 F11r Polr2e 0.000456701484237097
1765 Cldn3 Ilk 0.000456678695677363
466 Cd44 Rad23b 0.000455412883443295
318 Cd44 Usp7 0.000455306565509561
2967 Sdc4 Gtf2b 0.000454915324391661
537 Cdh1 Kdm1a 0.000454183891985955
2863 Sdc1 Tjp2 0.000454173159625158
605 Cdh1 Smad7 0.000454089150936385
3317 Sdc4 Rhoa 0.000453550461282384
341 Cd44 Rif1 0.000453260057956689
1983 F11r Suz12 0.000453142437561325
50 Cd44 Kdm1a 0.000453016205299418
1016 Ceacam1 Gtf2b 0.000452789282010532
2344 F11r Degs1 0.0004523956343664
870 Cdh1 Plaur 0.000451973102396466
1178 Ceacam1 Mybbp1a 0.000451080985342728
2185 F11r Tardbp 0.000450829459786901
1255 Ceacam1 Csnk2a1 0.000450132807013804
1737 Cldn3 Smc1a 0.000449854020092132
1725 Cldn3 Prmt5 0.000449579691909576
1123 Ceacam1 Fubp1 0.000449458428305102
2977 Sdc4 Nr3c1 0.000449362572070107
1504 Cldn3 Gtf2b 0.000448992102577216
1910 Cldn3 Psmc6 0.000447930469739263
594 Cdh1 Pdlim1 0.000447841685579958
1005 Ceacam1 Sp1 0.000447004780672858
1920 Cldn3 Eif2s1 0.000446271646089464
41 Cd44 Gtf2b 0.000446242622577512
2920 Sdc1 Prdx4 0.000445962851885945
2786 Sdc1 Pin1 0.000445262423241992
2966 Sdc4 Cebpz 0.000444231517969327
2269 F11r Usp7 0.000442831935335673
2470 Sdc1 Stat3 0.00044217556715624
1457 Ceacam1 Prdx4 0.000441905203513886
1616 Cldn3 Tcea1 0.000440595403622004
1854 Cldn3 Rhoa 0.000440513613494918
969 Cdh1 Prdx4 0.000440087435632559
1564 Cldn3 Polr2j 0.000439338095019361
674 Cdh1 Lrrfip1 0.000439081027265644
2905 Sdc1 Rad23b 0.00043834842514841
2253 F11r Ilk 0.00043769236822752
458 Cd44 Becn1 0.000437447559853891
588 Cdh1 Polr2j 0.000437364467140972
1369 Ceacam1 Hras 0.000436237938765283
852 Cdh1 Epcam 0.000436053324180959
2791 Sdc1 Tmod3 0.000435486133683045
2303 F11r Tmod3 0.000435141712846758
453 Cd44 Ldha 0.000434967131902707
1888 Cldn3 Tjp2 0.000434326327205373
1015 Ceacam1 Cebpz 0.000433162681791139
155 Cd44 Snrpb 0.000432981382398064
1076 Ceacam1 Polr2j 0.000432894373712312
1618 Cldn3 Snrpb 0.000432720930421354
712 Cdh1 Sox4 0.000432434990799855
1012 Ceacam1 Yy1 0.000432278335460069
527 Cdh1 Cebpz 0.000430325850495534
543 Cdh1 Ncor1 0.000430305884460238
2080 F11r Supt5 0.000430167047157859
2490 Sdc1 Nr3c1 0.000430136501209193
2099 F11r Fubp1 0.000429582181986474
1366 Ceacam1 Rhoa 0.00042915557670225
2225 F11r Smc1a 0.000428331732672614
2135 F11r Polr2g 0.000427999557460902
642 Cdh1 Snrpb 0.000427969872046487
2418 F11r Rad23b 0.000427672255424029
2676 Sdc1 Psip1 0.000427428986765979
2679 Sdc1 Ctr9 0.000427005658912628
946 Cdh1 Becn1 0.000427000449805924
1503 Cldn3 Cebpz 0.000426049833145795
101 Cd44 Polr2j 0.000425858948873494
2106 F11r Snrpb 0.000425481066896598
1513 Cldn3 Kdm1a 0.000424812587303475
2122 F11r Srrm1 0.000423505839287823
153 Cd44 Tcea1 0.000423481267549056
1310 Ceacam1 Gsk3b 0.00042310863220492
2637 Sdc1 Dek 0.00042281871085131
635 Cdh1 Fubp1 0.000422632819395892
915 Cdh1 Cdkn2b 0.000421685541088475
40 Cd44 Cebpz 0.000420707168322898
1429 Ceacam1 Ldha 0.000419521500569841
1510 Cldn3 Smarcb1 0.000419079263739823
934 Cdh1 Psmc6 0.000418133388802154
690 Cdh1 Mybbp1a 0.000417382095758214
1026 Ceacam1 Nr3c1 0.000416983854047468
456 Cd44 Eif2s1 0.000416636721191228
2976 Sdc4 Kdm1a 0.000416632995506676
1432 Ceacam1 Eif2s1 0.000416598040013241
262 Cd44 Prmt5 0.000416428255897344
3119 Sdc4 Supt16 0.000416131807170865
1193 Ceacam1 Polr2f 0.000414890145892696
1798 Cldn3 Gsk3b 0.000413389587182772
3074 Sdc4 Fubp1 0.000411751202303085
2302 F11r Trpm7 0.000411609694300882
446 Cd44 Psmc6 0.000410862056649907
218 Cd44 Polr2f 0.000410808549021183
2592 Sdc1 Tcea1 0.000410429623885099
2405 F11r Ldha 0.000410338833749458
1656 Cldn3 Supt16 0.000410215421202463
203 Cd44 Mybbp1a 0.000409466302054562
640 Cdh1 Tcea1 0.00040892255035036
193 Cd44 Supt16 0.000408512647971825
1937 Cldn3 Igbp1 0.000407530575174224
1896 Cldn3 Sfn 0.000407429424844505
2629 Sdc1 Med1 0.000407168502427074
123 Cd44 Sos1 0.000406972725075235
1991 F11r Cebpz 0.000406506547387774
56 Cd44 Ncor1 0.000406373057583714
2892 Sdc1 Ldha 0.000406196516302276
2444 Sdc1 Chd1 0.000405948272469582
3123 Sdc4 Top2b 0.000405919729453336
2274 F11r Svil 0.000404543079654344
2657 Sdc1 Polr2f 0.000403794694808971
1022 Ceacam1 Smarcb1 0.000403427379200397
2052 F11r Polr2j 0.000403031357088383
3144 Sdc4 Polr2f 0.000402821576889911
1381 Ceacam1 Cat 0.000402801544042917
2408 F11r Eif2s1 0.000402717065339855
1292 Ceacam1 Phip 0.000402527452387953
684 Cdh1 Top2b 0.000402141736329816
2701 Sdc1 Prmt5 0.000400271902579401
2587 Sdc1 Fubp1 0.000399074519120284
2897 Sdc1 Becn1 0.000398449834663537
2177 F11r Hdgf 0.000398241100611636
3385 Sdc4 Becn1 0.00039797454701598
3129 Sdc4 Mybbp1a 0.000396604456643735
2001 F11r Kdm1a 0.000396467294518763
197 Cd44 Top2b 0.000394605700923118
325 Cd44 Met 0.000393364896315596
610 Cdh1 Sos1 0.000392953905246943
2495 Sdc1 Ncor1 0.000392714751283687
2665 Sdc1 Hdgf 0.00039260579363165
2731 Sdc1 Rbm22 0.000392564535800312
522 Cdh1 Ubtf 0.000392400238077447
1434 Ceacam1 Becn1 0.000392317038758263
1804 Cldn3 Rif1 0.00039199537641944
1025 Ceacam1 Kdm1a 0.00039181896228158
317 Cd44 Phip 0.000391282343151438
1267 Ceacam1 Rbm22 0.000390035013099064
979 Ceacam1 Ccnd1 0.000389459514653145
1660 Cldn3 Top2b 0.00038785795404303
59 Cd44 Crebbp 0.000387455229698058
1377 Ceacam1 Txn1 0.000387279531800072
410 Cd44 Mapre1 0.000386620267558873
1666 Cldn3 Mybbp1a 0.000386173468956154
1470 Cldn3 Creb1 0.000386051898669101
1630 Cldn3 Aatf 0.000385821292243188
980 Ceacam1 Chd1 0.000385121098245057
2104 F11r Tcea1 0.000384775616972481
3152 Sdc4 Hdgf 0.000384471558734876
1172 Ceacam1 Top2b 0.000382393491138625
3093 Sdc4 Aatf 0.000382347794613507
1128 Ceacam1 Tcea1 0.000382081617495053
2406 F11r Ezr 0.000381818788462834
973 Cdh1 Alcam 0.000381727862134479
2635 Sdc1 Sap18 0.000381551734337306
1422 Ceacam1 Psmc6 0.000381401191923304
226 Cd44 Hdgf 0.000381382505496993
713 Cdh1 Hdgf 0.000381377323307932
1023 Ceacam1 Taf7 0.000380981744230301
